D480201,SV8947,G1290,C8866,100,,1,BAA00004,,18CTT1,7,,3
D480201,SV8947,G1290,C8866,100,,1,BAA00011,,BLM,8,,3
D480201,SV8947,G1290,C8866,100,,1,BAA00012,,18C6_5,7,,3
D480201,SV8947,G1290,C8866,100,,1,BAA00021,,18CTT1A,7,,2
D480201,SV8947,G1290,C8866,100,,1,BAA00030,,1,7.5,,4
D480201,SV8947,G1290,C8866,100,,1,CSC00001,,18CTT1,8,,3
D480201,SV8947,G1290,C8866,100,,1,CSC10001,,18CTT1,7,,4
D480201,SV8947,G1290,C8866,100,,1,MTH00003,,18CTT1,9.5,,3
D480201,SV8947,G1290,C8866,100,,1,MTH00041,,18CTT1,7,,3
D480201,SV8947,G1290,C8866,100,,1,MTH00081,,18CTT1A,8,,1
D480201,SV8947,G1290,C8866,100,,1,MTH00086,,18CTT1A,8,,1
D480201,SV8947,G1290,C8866,100,,2,BAA00013,,18S7_2,7,,3
D480201,SV8947,G1290,C8866,100,,2,BAA00022,,18CTT1A,6,,2
D480201,SV8947,G1290,C8866,100,,2,CSC00002,,18CTT1,8,,3
D480201,SV8947,G1290,C8866,100,,2,CSC10002,,18CTT1,6,,4
D480201,SV8947,G1290,C8866,100,,2,MTH00004,,18CTT1,9.5,,3
D480201,SV8947,G1290,C8866,100,,2,MTH00030,,18CTT1,8,,3
D480201,SV8947,G1290,C8866,100,,2,MTH00082,,18CTT1A,7,,1
D480201,SV8947,G1290,C8866,100,,2,MTH00083,,18CTT1A,8,,1
D480201,SV8947,G1290,C8866,100,,2,PHY00001,,18CTT1,9,,3
D480201,SV8947,G1290,C8866,100,,1,BAA00014,,18C2_1,5.5,,3
D480201,SV8947,G1290,C8866,100,,1,CSC10003,,18CTT1,6.5,,4
D480201,SV8947,G1290,C8866,100,,1,CSC10004,,18CTT1,8,,4
D480201,SV8947,G1290,C8866,100,,1,MTH00040,,18CTT1,8,,3
D480201,SV8947,G1290,C8866,100,,1,MTH00085,,18CTT1A,8.5,,1
D480201,SV8947,G1290,C8866,100,,1,PHY00002,,18CTT1,7.5,,3
D480201,SV8947,G1290,C8866,100,,2,CSC10005,,18_1,7,,4
D480201,SV8947,G1290,C8866,100,,2,CSC10006,,18_1,7,,4
D480201,SV8947,G1290,C8866,100,,2,CSC10008,,18_1,6,,4
D480201,SV6863,M2952,C6049,TN,,1,BAA00004,,18CTT1,7.5,,3
D480201,SV6863,M2952,C6049,TN,,1,BAA00011,,BLM,9,,3
D480201,SV6863,M2952,C6049,TN,,1,BAA00012,,18C6_5,8.5,,3
D480201,SV6863,M2952,C6049,TN,,1,BAA00021,,18CTT1A,7,,2
D480201,SV6863,M2952,C6049,TN,,1,BAA00030,,1,8.5,,4
D480201,SV6863,M2952,C6049,TN,,1,CSC00001,,18CTT1,8,,3
D480201,SV6863,M2952,C6049,TN,,1,CSC10001,,18CTT1,9.5,,4
D480201,SV6863,M2952,C6049,TN,,1,MTH00003,,18CTT1,9.5,,3
D480201,SV6863,M2952,C6049,TN,,1,MTH00041,,18CTT1,8.5,,3
D480201,SV6863,M2952,C6049,TN,,1,MTH00081,,18CTT1A,9.5,,1
D480201,SV6863,M2952,C6049,TN,,1,MTH00086,,18CTT1A,9,,1
D480201,SV6863,M2952,C6049,TN,,2,BAA00013,,18S7_1,8,,3
D480201,SV6863,M2952,C6049,TN,,2,BAA00022,,18CTT1A,6,,2
D480201,SV6863,M2952,C6049,TN,,2,CSC00002,,18CTT1,8.5,,3
D480201,SV6863,M2952,C6049,TN,,2,CSC10002,,18CTT1,9,,4
D480201,SV6863,M2952,C6049,TN,,2,MTH00004,,18CTT1,10,,3
D480201,SV6863,M2952,C6049,TN,,2,MTH00030,,18CTT1,9,,3
D480201,SV6863,M2952,C6049,TN,,2,MTH00082,,18CTT1A,9.5,,1
D480201,SV6863,M2952,C6049,TN,,2,MTH00083,,18CTT1A,10,,1
D480201,SV6863,M2952,C6049,TN,,2,PHY00001,,18CTT1,7.5,,3
D480201,SV6863,M2952,C6049,TN,,3,BAA00002,,HE-LT3,6,,3
D480201,SV6863,M2952,C6049,TN,,3,BAA00003,,HE-LT10,9,,2
D480201,SV6863,M2952,C6049,TN,,3,BAA00005,,HE-LT1,7,,2
D480201,SV6863,M2952,C6049,TN,,3,PHY00002,,HE-LT1,9,,3
D480201,SV6863,M2952,C6049,TN,,1,BAA00014,,18S5_1,8,,3
D480201,SV6863,M2952,C6049,TN,,1,CSC10003,,18CTT1,10,,4
D480201,SV6863,M2952,C6049,TN,,1,CSC10004,,18CTT1,8,,4
D480201,SV6863,M2952,C6049,TN,,1,GEO00002,,18VLH1,7.5,,2
D480201,SV6863,M2952,C6049,TN,,1,MTH00040,,18CTT1,9,,3
D480201,SV6863,M2952,C6049,TN,,1,MTH00085,,18CTT1A,9.5,,1
D480201,SV6863,M2952,C6049,TN,,2,CSC10005,,18TN,9,,4
D480201,SV6863,M2952,C6049,TN,,2,CSC10006,,18TN,9,,4
D480201,SV6863,M2952,C6049,TN,,2,CSC10008,,18TN,10,,4
D480201,SV364,U5300,C7223,100,,1,BAA00004,,18CTT1,7,,3
D480201,SV364,U5300,C7223,100,,1,BAA00011,,18C6_1,7,,3
D480201,SV364,U5300,C7223,100,,1,BAA00021,,18CTT1A,5,,2
D480201,SV364,U5300,C7223,100,,1,BAA00030,,1,7,,4
D480201,SV364,U5300,C7223,100,,1,CSC00001,,18CTT1,7,,3
D480201,SV364,U5300,C7223,100,,1,MTH00003,,18CTT1,7,,3
D480201,SV364,U5300,C7223,100,,1,MTH00081,,18CTT1A,8,,1
D480201,SV364,U5300,C7223,100,,1,MTH00086,,18CTT1A,6,,1
D480201,SV364,U5300,C7223,100,,2,BAA00012,,18S7_1,7,,3
